ID;Jenis Kelamin;Marital status;Usia;Pendidikan;Pendapatan;Pekerjaan;Settlement size
100001657;Pria;Belum Menikah;37;SMA;83660;Tidak Bekerja;Small
100001658;Wanita;Menikah;26;SMA;87400;Tidak Bekerja;Small
100001659;Wanita;Menikah;28;SMA;78942;Tidak Bekerja;Small
100001660;Wanita;Menikah;23;SMA;88452;Tidak Bekerja;Small
100001661;Pria;Belum Menikah;38;SMA;104128;Amatir;Small
100001662;Wanita;Menikah;30;SMA;100313;Amatir;Small
100001663;Wanita;Belum Menikah;45;SMA;107387;Amatir;Small
100001664;Pria;Belum Menikah;24;Unknown;84355;Tidak Bekerja;Small
100001665;Wanita;Belum Menikah;35;SMA;112723;Amatir;Small
100001666;Wanita;Menikah;41;SMA;115892;Amatir;Small
100001667;Pria;Menikah;30;SMA;106597;Amatir;Small
100001668;Wanita;Menikah;30;SMA;121327;Amatir;Small
100001669;Wanita;Menikah;26;SMA;92559;Tidak Bekerja;Small
100001670;Wanita;Menikah;25;SMA;87537;Tidak Bekerja;Small
100001671;Wanita;Menikah;23;SMA;70569;Tidak Bekerja;Small
100001672;Wanita;Menikah;27;SMA;85294;Tidak Bekerja;Small
100001673;Wanita;Belum Menikah;26;Unknown;70905;Tidak Bekerja;Small
100001674;Pria;Belum Menikah;25;Unknown;103716;Tidak Bekerja;Small
100001675;Pria;Menikah;27;SMA;94947;Amatir;Small
100001676;Wanita;Belum Menikah;42;SMA;80116;Tidak Bekerja;Small
100001677;Pria;Belum Menikah;35;SMA;86492;Tidak Bekerja;Small
100001678;Wanita;Menikah;25;SMA;88672;Tidak Bekerja;Small
100001679;Wanita;Menikah;26;SMA;82984;Tidak Bekerja;Small
100001680;Pria;Belum Menikah;38;SMA;128100;Amatir;Small
100001681;Wanita;Belum Menikah;28;Unknown;72869;Tidak Bekerja;Small
100001682;Pria;Menikah;33;SMA;112227;Amatir;Small
100001683;Wanita;Belum Menikah;40;SMA;94674;Tidak Bekerja;Small
100001684;Wanita;Menikah;23;SMA;101003;Amatir;Small
100001685;Wanita;Belum Menikah;25;Unknown;112924;Amatir;Small
100001686;Wanita;Belum Menikah;28;Unknown;108645;Tidak Bekerja;Small
100001687;Pria;Belum Menikah;41;SMA;69415;Tidak Bekerja;Small
100001688;Wanita;Belum Menikah;50;SMA;112204;Tidak Bekerja;Small
100001689;Wanita;Menikah;23;SMA;109700;Amatir;Small
100001690;Wanita;Menikah;26;SMA;104484;Amatir;Small
100001691;Wanita;Menikah;22;SMA;61239;Tidak Bekerja;Small
100001692;Pria;Belum Menikah;37;SMA;119602;Tidak Bekerja;Small
100001693;Wanita;Belum Menikah;38;SMA;81014;Tidak Bekerja;Small
100001694;Wanita;Menikah;22;SMA;68165;Tidak Bekerja;Small
100001695;Wanita;Belum Menikah;30;Unknown;88652;Tidak Bekerja;Small
100001696;Pria;Belum Menikah;38;SMA;75705;Tidak Bekerja;Small
100001697;Wanita;Menikah;36;SMA;104189;Amatir;Small
100001698;Pria;Belum Menikah;41;SMA;71603;Tidak Bekerja;Small
100001699;Wanita;Menikah;29;SMA;121914;Amatir;Small
100001700;Wanita;Menikah;31;SMA;106637;Amatir;Small
100001701;Wanita;Belum Menikah;31;Unknown;99800;Amatir;Small
100001702;Wanita;Belum Menikah;21;Unknown;67629;Tidak Bekerja;Small
100001703;Pria;Belum Menikah;32;Unknown;120354;Amatir;Small
100001704;Wanita;Menikah;35;SMA;122110;Amatir;Small
100001705;Pria;Belum Menikah;29;Unknown;89170;Tidak Bekerja;Small
100001706;Wanita;Belum Menikah;34;SMA;109195;Amatir;Small
100001707;Wanita;Belum Menikah;38;SMA;92392;Tidak Bekerja;Small
100001708;Wanita;Menikah;33;SMA;43805;Tidak Bekerja;Small
100001709;Wanita;Menikah;28;SMA;68389;Tidak Bekerja;Small
100001710;Wanita;Menikah;28;SMA;112521;Amatir;Small
100001711;Pria;Belum Menikah;21;Unknown;59255;Tidak Bekerja;Small
100001712;Wanita;Menikah;29;SMA;98612;Tidak Bekerja;Small
100001713;Wanita;Menikah;26;SMA;70649;Tidak Bekerja;Small
100001714;Wanita;Belum Menikah;40;SMA;95228;Tidak Bekerja;Small
100001715;Wanita;Belum Menikah;25;Unknown;46865;Tidak Bekerja;Small
100001716;Pria;Menikah;20;SMA;101688;Amatir;Small
100001717;Wanita;Menikah;23;SMA;62618;Tidak Bekerja;Small
100001718;Wanita;Belum Menikah;27;Unknown;102531;Amatir;Small
100001719;Wanita;Belum Menikah;36;SMA;100737;Amatir;Small
100001720;Wanita;Menikah;25;SMA;107321;Amatir;Small
100001721;Wanita;Menikah;25;SMA;112879;Tidak Bekerja;Small
100001722;Wanita;Menikah;34;SMA;125372;Tidak Bekerja;Small
100001723;Wanita;Belum Menikah;24;Unknown;69419;Tidak Bekerja;Small
100001724;Wanita;Belum Menikah;36;SMA;124759;Amatir;Small
100001725;Wanita;Belum Menikah;40;SMA;79076;Tidak Bekerja;Small
100001726;Pria;Belum Menikah;39;SMA;84779;Tidak Bekerja;Small
100001727;Wanita;Belum Menikah;42;SMA;77393;Tidak Bekerja;Small
100001728;Pria;Belum Menikah;35;SMA;113187;Tidak Bekerja;Small
100001729;Wanita;Menikah;27;SMA;99100;Amatir;Small
100001730;Pria;Belum Menikah;27;Unknown;64954;Tidak Bekerja;Small
100001731;Wanita;Menikah;23;SMA;103244;Amatir;Small
100001732;Wanita;Menikah;32;SMA;124975;Amatir;Small
100001733;Pria;Menikah;28;SMA;133582;Amatir;Small
100001734;Pria;Belum Menikah;22;Unknown;103519;Amatir;Small
100001735;Pria;Belum Menikah;31;Unknown;117813;Amatir;Small
100001736;Wanita;Menikah;22;SMA;119902;Amatir;Small
100001737;Pria;Belum Menikah;23;Unknown;70783;Tidak Bekerja;Small
100001738;Wanita;Menikah;35;SMA;125470;Tidak Bekerja;Small
100001739;Wanita;Menikah;26;SMA;109782;Tidak Bekerja;Small
100001740;Wanita;Menikah;28;SMA;78322;Tidak Bekerja;Small
100001741;Pria;Belum Menikah;54;SMA;125517;Amatir;Small
100001742;Wanita;Belum Menikah;49;SMA;102463;Tidak Bekerja;Small
100001743;Wanita;Belum Menikah;38;SMA;89309;Tidak Bekerja;Small
100001744;Wanita;Belum Menikah;47;SMA;110287;Amatir;Small
100001745;Wanita;Belum Menikah;49;SMA;122391;Tidak Bekerja;Small
100001746;Wanita;Menikah;30;SMA;116399;Amatir;Small
100001747;Wanita;Belum Menikah;32;Unknown;81907;Tidak Bekerja;Small
100001748;Wanita;Menikah;24;SMA;97909;Tidak Bekerja;Small
100001749;Wanita;Belum Menikah;25;Unknown;68051;Tidak Bekerja;Small
100001750;Pria;Belum Menikah;33;SMA;82414;Tidak Bekerja;Small
100001751;Wanita;Menikah;34;SMA;123089;Amatir;Small
100001752;Wanita;Menikah;24;SMA;66537;Tidak Bekerja;Small
100001753;Wanita;Belum Menikah;36;SMA;127926;Tidak Bekerja;Small
100001754;Wanita;Belum Menikah;41;SMA;78963;Tidak Bekerja;Small
100001755;Pria;Menikah;33;SMA;108694;Amatir;Small
100001756;Wanita;Menikah;26;SMA;100892;Amatir;Small
100001757;Wanita;Belum Menikah;36;SMA;119560;Amatir;Small
100001758;Wanita;Belum Menikah;35;SMA;116176;Tidak Bekerja;Small
100001759;Pria;Belum Menikah;29;Unknown;111854;Amatir;Small
100001760;Wanita;Menikah;26;SMA;69831;Tidak Bekerja;Small
100001761;Pria;Belum Menikah;31;Unknown;69375;Tidak Bekerja;Small
100001762;Pria;Menikah;26;SMA;71310;Tidak Bekerja;Small
100001763;Pria;Belum Menikah;47;SMA;73913;Tidak Bekerja;Small
100001764;Pria;Menikah;20;SMA;95492;Amatir;Small
100001765;Pria;Belum Menikah;45;SMA;109329;Tidak Bekerja;Small
100001766;Pria;Belum Menikah;36;SMA;116027;Amatir;Small
100001767;Pria;Menikah;31;SMA;81987;Tidak Bekerja;Small
100001768;Wanita;Belum Menikah;41;SMA;83481;Tidak Bekerja;Small
100001769;Wanita;Belum Menikah;31;Unknown;72361;Tidak Bekerja;Small
100001770;Wanita;Menikah;27;SMA;106625;Tidak Bekerja;Small
100001771;Wanita;Menikah;32;SMA;123707;Amatir;Small
100001772;Wanita;Belum Menikah;43;SMA;79353;Tidak Bekerja;Small
100001773;Wanita;Belum Menikah;32;Unknown;68347;Tidak Bekerja;Small
100001774;Wanita;Menikah;29;SMA;115832;Amatir;Small
100001775;Pria;Belum Menikah;37;SMA;89946;Tidak Bekerja;Small
100001776;Wanita;Belum Menikah;35;SMA;86319;Tidak Bekerja;Small
100001777;Wanita;Menikah;23;SMA;70963;Tidak Bekerja;Small
100001778;Pria;Belum Menikah;40;SMA;106120;Amatir;Small
100001779;Wanita;Menikah;26;SMA;97856;Amatir;Small
100001780;Pria;Belum Menikah;28;Unknown;61824;Tidak Bekerja;Small
100001781;Wanita;Menikah;40;SMA;103907;Amatir;Small
100001782;Wanita;Menikah;26;SMA;99953;Tidak Bekerja;Small
100001783;Wanita;Menikah;23;SMA;113413;Amatir;Small
100001784;Pria;Belum Menikah;26;Unknown;107091;Tidak Bekerja;Small
100001785;Pria;Belum Menikah;26;Unknown;124783;Amatir;Small
100001786;Wanita;Belum Menikah;49;SMA;92281;Tidak Bekerja;Small
100001787;Wanita;Menikah;26;SMA;96219;Amatir;Small
100001788;Wanita;Belum Menikah;35;SMA;86221;Tidak Bekerja;Small
100001789;Wanita;Menikah;24;SMA;80962;Tidak Bekerja;Small
100001790;Wanita;Belum Menikah;46;SMA;78754;Tidak Bekerja;Small
100001791;Pria;Belum Menikah;26;Unknown;60026;Tidak Bekerja;Small
100001792;Pria;Belum Menikah;47;SMA;88157;Tidak Bekerja;Small
100001793;Pria;Belum Menikah;27;Unknown;59881;Tidak Bekerja;Small
100001794;Pria;Menikah;41;SMA;112818;Amatir;Small
100001795;Wanita;Menikah;29;SMA;102250;Amatir;Small
100001796;Wanita;Menikah;28;SMA;38980;Tidak Bekerja;Small
100001797;Wanita;Menikah;33;SMA;81807;Tidak Bekerja;Small
100001798;Wanita;Belum Menikah;50;SMA;93148;Tidak Bekerja;Small
100001799;Wanita;Menikah;32;SMA;108032;Amatir;Small
100001800;Pria;Menikah;31;SMA;89335;Tidak Bekerja;Small
100001801;Pria;Belum Menikah;52;SMA;95639;Tidak Bekerja;Small
100001802;Pria;Belum Menikah;53;SMA;124902;Amatir;Small
100001803;Wanita;Menikah;34;SMA;87801;Tidak Bekerja;Small
100001804;Wanita;Menikah;22;SMA;92538;Amatir;Small
100001805;Pria;Menikah;33;SMA;83687;Tidak Bekerja;Small
100001806;Pria;Belum Menikah;32;Unknown;128310;Amatir;Small
100001807;Wanita;Belum Menikah;45;SMA;104754;Tidak Bekerja;Small
100001808;Pria;Menikah;25;SMA;68222;Tidak Bekerja;Small
100001809;Wanita;Menikah;41;SMA;97006;Tidak Bekerja;Small
100001810;Wanita;Belum Menikah;36;SMA;107372;Tidak Bekerja;Small
100001811;Wanita;Menikah;27;SMA;110511;Amatir;Small
100001812;Pria;Belum Menikah;40;SMA;72193;Tidak Bekerja;Small
100001813;Wanita;Belum Menikah;37;SMA;95972;Tidak Bekerja;Small
100001814;Pria;Belum Menikah;35;SMA;105556;Tidak Bekerja;Small
100001815;Pria;Belum Menikah;34;SMA;88701;Tidak Bekerja;Small
100001816;Wanita;Belum Menikah;28;Unknown;117710;Amatir;Small
100001817;Wanita;Belum Menikah;44;SMA;76057;Tidak Bekerja;Small
100001818;Pria;Menikah;27;SMA;100392;Amatir;Small
100001819;Wanita;Belum Menikah;50;SMA;113308;Amatir;Small
100001820;Wanita;Menikah;18;SMA;100924;Amatir;Small
100001821;Wanita;Belum Menikah;25;Unknown;72188;Tidak Bekerja;Small
100001822;Wanita;Menikah;40;SMA;70431;Tidak Bekerja;Small
100001823;Pria;Menikah;28;SMA;110103;Amatir;Small
100001824;Wanita;Menikah;23;SMA;60825;Tidak Bekerja;Small
100001825;Wanita;Menikah;35;SMA;75100;Tidak Bekerja;Small
100001826;Wanita;Menikah;28;SMA;129327;Amatir;Small
100001827;Wanita;Belum Menikah;23;Unknown;95541;Amatir;Small
100001828;Pria;Menikah;34;SMA;112777;Amatir;Small
100001829;Wanita;Menikah;29;SMA;51496;Tidak Bekerja;Small
100001830;Wanita;Belum Menikah;35;SMA;102781;Amatir;Small
100001831;Wanita;Menikah;32;SMA;87494;Tidak Bekerja;Small
100001832;Wanita;Belum Menikah;46;SMA;72728;Tidak Bekerja;Small
100001833;Wanita;Menikah;27;SMA;114775;Amatir;Small
100001834;Wanita;Menikah;25;SMA;124359;Amatir;Small
100001835;Wanita;Menikah;27;SMA;101620;Tidak Bekerja;Small
100001836;Wanita;Menikah;24;SMA;87964;Tidak Bekerja;Small
100001837;Wanita;Belum Menikah;33;Unknown;69523;Tidak Bekerja;Small
100001838;Wanita;Menikah;24;SMA;109486;Amatir;Small
100001839;Wanita;Belum Menikah;28;Unknown;77206;Tidak Bekerja;Small
100001840;Wanita;Belum Menikah;35;SMA;53608;Tidak Bekerja;Small
100001841;Wanita;Menikah;30;SMA;118677;Amatir;Small
100001842;Pria;Belum Menikah;43;SMA;116512;Amatir;Small
100001843;Pria;Menikah;21;SMA;114756;Tidak Bekerja;Small
100001844;Wanita;Menikah;24;SMA;65852;Tidak Bekerja;Small
100001845;Pria;Belum Menikah;34;SMA;75626;Tidak Bekerja;Small
100001846;Wanita;Menikah;26;SMA;127455;Amatir;Small
100001847;Pria;Belum Menikah;37;SMA;107073;Amatir;Small
100001848;Wanita;Menikah;32;SMA;82196;Tidak Bekerja;Small
100001849;Wanita;Menikah;33;SMA;106741;Tidak Bekerja;Small
100001850;Pria;Menikah;28;SMA;94518;Amatir;Small
100001851;Wanita;Menikah;30;SMA;114430;Amatir;Small
100001852;Wanita;Menikah;26;SMA;57165;Tidak Bekerja;Small
100001853;Wanita;Belum Menikah;25;Unknown;109610;Tidak Bekerja;Small
100001854;Pria;Belum Menikah;33;Unknown;113619;Amatir;Small
100001855;Wanita;Menikah;30;SMA;93854;Amatir;Small
100001856;Wanita;Menikah;26;SMA;129022;Amatir;Small
100001857;Pria;Menikah;23;SMA;66804;Tidak Bekerja;Small
100001858;Pria;Menikah;25;SMA;62689;Tidak Bekerja;Small
100001859;Wanita;Belum Menikah;40;SMA;67619;Tidak Bekerja;Small
100001860;Pria;Belum Menikah;46;SMA;113495;Tidak Bekerja;Small
100001861;Wanita;Menikah;43;SMA;48632;Tidak Bekerja;Small
100001862;Wanita;Menikah;22;SMA;107394;Tidak Bekerja;Small
100001863;Pria;Menikah;39;SMA;72385;Tidak Bekerja;Small
100001864;Wanita;Menikah;27;SMA;115934;Tidak Bekerja;Small
100001865;Pria;Belum Menikah;40;SMA;93183;Tidak Bekerja;Small
100001866;Pria;Belum Menikah;24;Unknown;63506;Tidak Bekerja;Small
100001867;Wanita;Belum Menikah;52;SMA;113619;Amatir;Small
100001868;Wanita;Menikah;30;SMA;121399;Tidak Bekerja;Small
100001869;Wanita;Menikah;34;SMA;78281;Tidak Bekerja;Small
100001870;Wanita;Belum Menikah;38;SMA;103926;Amatir;Small
100001871;Pria;Menikah;39;SMA;89097;Tidak Bekerja;Small
100001872;Wanita;Belum Menikah;29;Unknown;80852;Tidak Bekerja;Small
100001873;Pria;Menikah;25;SMA;65207;Tidak Bekerja;Small
100001874;Wanita;Menikah;35;SMA;93495;Tidak Bekerja;Small
100001875;Pria;Belum Menikah;53;SMA;121970;Tidak Bekerja;Small
100001876;Pria;Belum Menikah;26;Unknown;62027;Tidak Bekerja;Small
100001877;Pria;Belum Menikah;33;SMA;88602;Tidak Bekerja;Small
100001878;Pria;Menikah;29;SMA;89914;Tidak Bekerja;Small
100001879;Pria;Belum Menikah;39;SMA;83342;Tidak Bekerja;Small
100001880;Pria;Belum Menikah;29;Unknown;103439;Amatir;Small
100001881;Pria;Belum Menikah;26;Unknown;115451;Amatir;Small
100001882;Pria;Belum Menikah;24;Unknown;68250;Tidak Bekerja;Small
100001883;Wanita;Menikah;21;SMA;113630;Tidak Bekerja;Small
100001884;Wanita;Menikah;26;SMA;125880;Amatir;Small
100001885;Wanita;Menikah;20;SMA;91177;Tidak Bekerja;Small
100001886;Wanita;Belum Menikah;35;SMA;73266;Tidak Bekerja;Small
100001887;Wanita;Menikah;24;SMA;69021;Tidak Bekerja;Small
100001888;Wanita;Belum Menikah;40;SMA;122593;Amatir;Small
100001889;Wanita;Belum Menikah;44;SMA;122180;Amatir;Small
100001890;Pria;Belum Menikah;29;Unknown;75160;Tidak Bekerja;Small
100001891;Wanita;Menikah;39;SMA;81973;Tidak Bekerja;Small
100001892;Wanita;Menikah;35;SMA;92194;Tidak Bekerja;Small
100001893;Pria;Belum Menikah;42;SMA;107380;Tidak Bekerja;Small
100001894;Wanita;Belum Menikah;32;SMA;98023;Amatir;Small
100001895;Pria;Belum Menikah;48;SMA;94868;Tidak Bekerja;Small
100001896;Pria;Belum Menikah;26;Unknown;83442;Tidak Bekerja;Small
100001897;Wanita;Menikah;26;SMA;109887;Amatir;Small
100001898;Pria;Belum Menikah;42;SMA;98876;Tidak Bekerja;Small
100001899;Pria;Belum Menikah;48;SMA;94962;Tidak Bekerja;Small
100001900;Wanita;Menikah;42;SMA;130740;Amatir;Small
100001901;Wanita;Menikah;27;SMA;94095;Tidak Bekerja;Small
100001902;Wanita;Menikah;37;SMA;95071;Tidak Bekerja;Small
100001903;Pria;Belum Menikah;33;Unknown;117308;Amatir;Small
100001904;Pria;Belum Menikah;33;SMA;112093;Amatir;Small
100001905;Wanita;Belum Menikah;37;SMA;123893;Amatir;Small
100001906;Wanita;Menikah;31;SMA;80189;Tidak Bekerja;Small
100001907;Pria;Belum Menikah;39;SMA;124089;Amatir;Small
100001908;Wanita;Belum Menikah;40;SMA;82673;Tidak Bekerja;Small
100001909;Wanita;Menikah;28;SMA;88858;Tidak Bekerja;Small
100001910;Wanita;Menikah;26;SMA;80540;Tidak Bekerja;Small
100001911;Wanita;Menikah;24;SMA;84228;Tidak Bekerja;Small
100001912;Pria;Belum Menikah;40;SMA;103963;Amatir;Small
100001913;Wanita;Menikah;29;SMA;102397;Amatir;Small
100001914;Pria;Belum Menikah;43;SMA;111563;Amatir;Small
100001915;Pria;Belum Menikah;23;Unknown;88260;Tidak Bekerja;Small
100001916;Wanita;Belum Menikah;34;SMA;114767;Amatir;Small
100001917;Wanita;Menikah;42;SMA;113275;Amatir;Small
100001918;Wanita;Menikah;33;SMA;104755;Amatir;Small
100001919;Wanita;Menikah;32;SMA;120525;Amatir;Small
100001920;Wanita;Menikah;26;SMA;96082;Tidak Bekerja;Small
100001921;Wanita;Menikah;23;SMA;87227;Tidak Bekerja;Small
100001922;Wanita;Menikah;26;SMA;69333;Tidak Bekerja;Small
100001923;Wanita;Menikah;27;SMA;87777;Tidak Bekerja;Small
100001924;Pria;Belum Menikah;24;Unknown;70978;Tidak Bekerja;Small
100001925;Pria;Belum Menikah;27;Unknown;104196;Tidak Bekerja;Small
100001926;Wanita;Menikah;26;SMA;97551;Amatir;Small
100001927;Wanita;Belum Menikah;42;SMA;78979;Tidak Bekerja;Small
100001928;Wanita;Belum Menikah;37;SMA;82500;Tidak Bekerja;Small
100001929;Wanita;Menikah;26;SMA;86306;Tidak Bekerja;Small
100001930;Wanita;Menikah;24;SMA;78762;Tidak Bekerja;Small
100001931;Wanita;Belum Menikah;39;SMA;125543;Amatir;Small
100001932;Pria;Belum Menikah;26;Unknown;70336;Tidak Bekerja;Small
100001933;Pria;Menikah;35;SMA;112975;Amatir;Small
100001934;Pria;Belum Menikah;38;SMA;96681;Tidak Bekerja;Small
100001935;Wanita;Menikah;24;SMA;98922;Amatir;Small
100001936;Wanita;Belum Menikah;26;Unknown;109250;Amatir;Small
100001937;Pria;Belum Menikah;25;Unknown;108960;Tidak Bekerja;Small
100001938;Pria;Belum Menikah;40;SMA;71302;Tidak Bekerja;Small
100001939;Wanita;Belum Menikah;48;SMA;107757;Tidak Bekerja;Small
100001940;Wanita;Menikah;22;SMA;111600;Amatir;Small
100001941;Wanita;Menikah;25;SMA;102974;Amatir;Small
100001942;Pria;Menikah;24;SMA;63442;Tidak Bekerja;Small
100001943;Pria;Belum Menikah;39;SMA;118913;Tidak Bekerja;Small
100001944;Pria;Belum Menikah;39;SMA;80987;Tidak Bekerja;Small
100001945;Wanita;Menikah;21;SMA;68790;Tidak Bekerja;Small
100001946;Wanita;Belum Menikah;27;Unknown;86462;Tidak Bekerja;Small
100001947;Pria;Belum Menikah;40;SMA;76881;Tidak Bekerja;Small
100001948;Wanita;Menikah;37;SMA;107409;Amatir;Small
100001949;Wanita;Belum Menikah;42;SMA;69114;Tidak Bekerja;Small
100001950;Wanita;Menikah;31;SMA;119167;Amatir;Small
100001951;Wanita;Menikah;31;SMA;102018;Amatir;Small
100001952;Pria;Belum Menikah;30;Unknown;97680;Amatir;Small
100001953;Wanita;Belum Menikah;23;Unknown;65062;Tidak Bekerja;Small
100001954;Pria;Belum Menikah;33;Unknown;118144;Amatir;Small
100001955;Wanita;Menikah;37;SMA;124548;Amatir;Small
100001956;Wanita;Belum Menikah;29;Unknown;85637;Tidak Bekerja;Small
100001957;Wanita;Belum Menikah;31;SMA;113108;Amatir;Small
100001958;Pria;Belum Menikah;39;SMA;93554;Tidak Bekerja;Small
100001959;Wanita;Menikah;33;SMA;42516;Tidak Bekerja;Small
100001960;Pria;Menikah;26;SMA;72429;Tidak Bekerja;Small
100001961;Wanita;Menikah;27;SMA;110154;Amatir;Small
100001962;Wanita;Belum Menikah;20;Unknown;60965;Tidak Bekerja;Small
100001963;Wanita;Menikah;27;SMA;100618;Tidak Bekerja;Small
100001964;Wanita;Menikah;26;SMA;71021;Tidak Bekerja;Small
100001965;Pria;Belum Menikah;40;SMA;94189;Tidak Bekerja;Small
100001966;Pria;Belum Menikah;24;Unknown;44742;Tidak Bekerja;Small
100001967;Wanita;Menikah;22;SMA;103201;Amatir;Small
100001968;Wanita;Menikah;24;SMA;62335;Tidak Bekerja;Small
100001969;Wanita;Belum Menikah;27;Unknown;103787;Amatir;Small
100001970;Pria;Belum Menikah;35;SMA;99401;Amatir;Small
100001971;Pria;Menikah;27;SMA;105197;Amatir;Small
100001972;Wanita;Menikah;25;SMA;115566;Tidak Bekerja;Small
100001973;Wanita;Menikah;34;SMA;125843;Tidak Bekerja;Small
100001974;Wanita;Belum Menikah;24;Unknown;67936;Tidak Bekerja;Small
100001975;Wanita;Belum Menikah;34;SMA;120863;Amatir;Small
100001976;Pria;Belum Menikah;42;SMA;77317;Tidak Bekerja;Small
100001977;Wanita;Belum Menikah;38;SMA;84653;Tidak Bekerja;Small
100001978;Pria;Belum Menikah;42;SMA;81606;Tidak Bekerja;Small
100001979;Wanita;Belum Menikah;35;SMA;113380;Tidak Bekerja;Small
100001980;Wanita;Menikah;27;SMA;100644;Amatir;Small
100001981;Pria;Belum Menikah;25;Unknown;64037;Tidak Bekerja;Small
100001982;Wanita;Menikah;23;SMA;101350;Amatir;Small
100001983;Wanita;Menikah;34;SMA;126334;Amatir;Small
100001984;Wanita;Menikah;28;SMA;130877;Amatir;Small
100001985;Pria;Belum Menikah;21;Unknown;103470;Amatir;Small
100001986;Wanita;Belum Menikah;32;Unknown;114588;Amatir;Small
100001987;Wanita;Menikah;21;SMA;120682;Amatir;Small
100001988;Pria;Belum Menikah;25;Unknown;66628;Tidak Bekerja;Small
100001989;Wanita;Menikah;35;SMA;124447;Tidak Bekerja;Small
100001990;Wanita;Menikah;25;SMA;106567;Tidak Bekerja;Small
100001991;Wanita;Menikah;31;SMA;78758;Tidak Bekerja;Small
100001992;Pria;Belum Menikah;54;SMA;128537;Amatir;Small
100001993;Wanita;Belum Menikah;51;SMA;101074;Tidak Bekerja;Small
100001994;Wanita;Belum Menikah;38;SMA;87670;Tidak Bekerja;Small
100001995;Pria;Belum Menikah;45;SMA;113414;Amatir;Small
100001996;Wanita;Belum Menikah;47;SMA;123525;Tidak Bekerja;Small
100001997;Wanita;Menikah;27;SMA;117744;Amatir;Small
100001998;Pria;Belum Menikah;31;Unknown;86400;Tidak Bekerja;Small
100001999;Wanita;Menikah;24;SMA;97968;Tidak Bekerja;Small
100002000;Pria;Belum Menikah;25;Unknown;68416;Tidak Bekerja;Small
